	1130 s
1161.6	1.0127E-12
1162.8	7.05176E-13
1164	4.92309E-13
1165.2	4.52383E-13
1166.4	5.08971E-13
1167.6	4.67778E-13
1168.8	5.05476E-13
1169.8	5.13211E-13
1171	6.7643E-13
1172.2	1.11026E-12
1173.4	1.60911E-12
1174.6	1.79385E-12
1175.8	1.80621E-12
1177	1.3481E-12
1178.2	9.08433E-13
1179.4	6.70651E-13
1180.6	5.44106E-13
1181.6	4.747E-13
1182.8	4.31554E-13
1184	4.68696E-13
1185.2	4.34631E-13
1186.4	4.03689E-13
1187.6	4.78366E-13
1188.8	4.61579E-13
1190	4.38007E-13
1191.2	4.62165E-13
1192.4	4.62165E-13
1193.4	4.62165E-13
1194.6	4.62165E-13
1195.8	4.62165E-13
1197	4.62165E-13
1198.2	4.62165E-13
1199.4	4.62165E-13
1200.91	4.62165E-13
1202.61	4.62165E-13
1204.41	4.60744E-13
1206.11	2.70142E-12
1207.91	4.60744E-13
1209.61	4.60744E-13
1211.41	4.60744E-13
1213.11	1.18536E-12
1214.91	1.48944E-11
1216.61	1.65012E-11
1218.41	1.92293E-12
1220.11	4.62165E-13
1221.91	4.62165E-13
1223.61	4.62165E-13
1225.41	4.62165E-13
1227.11	4.62165E-13
1228.91	4.62165E-13
1231.2	4.81756E-13
1232.4	4.93452E-13
1233.6	5.03566E-13
1234.8	4.88402E-13
1236	5.7785E-13
1237.2	6.37595E-13
1238.4	5.95103E-13
1239.4	6.15451E-13
1240.6	6.29005E-13
1241.8	6.15148E-13
1243	5.65178E-13
1244.2	5.96322E-13
1245.4	6.10651E-13
1246.6	6.18968E-13
1247.8	6.40021E-13
1249	5.67085E-13
1250.2	5.42872E-13
1251.2	5.23753E-13
1252.4	5.02126E-13
1253.6	4.99773E-13
1254.8	4.86609E-13
1256	5.58772E-13
1257.2	5.18831E-13
1258.4	4.7311E-13
1259.6	4.77356E-13
1260.8	5.10828E-13
1262	5.85964E-13
1263	5.57837E-13
1264.2	5.54645E-13
1265.4	5.17579E-13
1266.6	5.34159E-13
1267.8	5.817E-13
1269	5.58419E-13
1270.2	5.4209E-13
1271.4	5.06891E-13
1272.6	5.13229E-13
1273.8	5.80185E-13
1274.8	5.6683E-13
1276	5.13688E-13
1277.2	5.42467E-13
1278.4	5.16876E-13
1279.6	5.80779E-13
1280.8	5.16502E-13
1282	5.49456E-13
1283.2	5.41187E-13
1284.4	5.37561E-13
1285.6	5.75074E-13
1286.6	5.81825E-13
1287.8	6.25325E-13
1289	5.73861E-13
1290.2	6.74127E-13
1291.4	5.90018E-13
1292.6	6.14209E-13
1293.8	6.53388E-13
1295	7.15149E-13
1296.2	7.81441E-13
1297.4	8.41132E-13
1298.4	8.10082E-13
1299.6	7.18153E-13
1300.8	7.65176E-13
1302	7.59694E-13
1303.2	8.00745E-13
1304.4	6.84222E-13
1305.6	6.08289E-13
1306.8	6.21895E-13
1308	5.81324E-13
1309.2	5.15605E-13
1310.2	5.89761E-13
1311.4	6.57062E-13
1312.6	5.80984E-13
1313.8	5.74204E-13
1315	5.62731E-13
1316.2	5.71027E-13
1317.4	5.66745E-13
1318.6	5.14696E-13
1319.8	5.83993E-13
1320.8	5.24329E-13
1322	5.39674E-13
1323.2	5.80429E-13
1324.4	5.89125E-13
1325.6	5.86606E-13
1326.8	5.79938E-13
1328	5.18475E-13
1329.2	5.9638E-13
1330.4	5.90432E-13
1331.6	6.35274E-13
1332.6	8.44835E-13
1333.8	9.83054E-13
1335	1.07407E-12
1336.2	1.06323E-12
1337.4	9.64665E-13
1338.6	7.62219E-13
1339.8	6.15556E-13
1341	5.0174E-13
1342.2	5.75649E-13
1343.4	5.97541E-13
1344.4	5.42307E-13
1345.6	5.80682E-13
1346.8	5.30413E-13
1348	5.62399E-13
1349.2	5.1649E-13
1350.4	4.75954E-13
1351.6	5.15686E-13
1352.8	5.292E-13
1354	5.60356E-13
1355.2	5.9585E-13
1356.2	5.59564E-13
1357.4	5.11018E-13
1358.6	5.10075E-13
1359.8	5.20407E-13
1361	5.28449E-13
1362.2	5.1146E-13
1363.4	5.40385E-13
1364.6	5.69648E-13
1365.8	5.82347E-13
1367	5.58841E-13
1368	5.32251E-13
1369.2	5.48E-13
1370.4	5.0325E-13
1371.6	5.36405E-13
1372.8	6.17865E-13
1374	5.57976E-13
1375.2	5.15848E-13
1376.4	4.73934E-13
1377.6	5.36795E-13
1378.8	5.49976E-13
1379.8	4.95156E-13
1381	5.39465E-13
1382.2	5.84017E-13
1383.4	4.94873E-13
1384.6	5.10596E-13
1385.8	5.28986E-13
1387	5.27458E-13
1388.2	5.83005E-13
1389.4	6.35875E-13
1390.6	7.55955E-13
1391.6	9.81217E-13
1392.8	1.21262E-12
1394	1.24579E-12
1395.2	1.12126E-12
1396.4	8.54773E-13
1397.6	6.88625E-13
1398.8	7.13026E-13
1400	8.06274E-13
1401.2	9.7549E-13
1402.4	9.81036E-13
1403.4	9.56139E-13
1404.6	9.2986E-13
1405.8	7.024E-13
1407	5.94357E-13
1408.2	5.53496E-13
1409.4	6.00352E-13
1410.6	5.14345E-13
1411.8	4.98025E-13
1413	5.41983E-13
1414	5.54802E-13
1415.2	5.50981E-13
1416.4	5.74334E-13
1417.6	5.68799E-13
1418.8	5.67002E-13
1420	5.22789E-13
1421.2	5.15877E-13
1422.4	5.7194E-13
1423.6	5.46416E-13
1424.8	5.54127E-13
1425.8	5.43722E-13
1427	5.12509E-13
1428.2	5.27048E-13
1429.4	5.36254E-13
1430.6	5.57448E-13
1431.8	5.38414E-13
1433	5.90478E-13
1434.2	5.28592E-13
1435.4	5.07586E-13
1436.6	5.17809E-13
1437.6	5.17659E-13
1438.8	5.14556E-13
1440	5.18253E-13
1441.2	4.97694E-13
1442.4	5.2114E-13
1443.6	5.37688E-13
1444.8	5.60321E-13
1446	5.42438E-13
1447.2	5.45394E-13
1448.4	5.38068E-13
1449.4	5.4195E-13
1450.6	5.88921E-13
1451.8	5.48891E-13
1453	5.07558E-13
1454.2	5.08847E-13
1455.4	5.4656E-13
1456.6	5.47191E-13
1457.8	5.8653E-13
1459	5.61452E-13
1460.2	5.39685E-13
1461.2	5.48112E-13
1462.4	5.63936E-13
1463.6	5.25067E-13
1464.8	5.46575E-13
1466	5.91196E-13
1467.2	5.67053E-13
1468.4	5.8604E-13
1469.6	6.13509E-13
1470.8	5.89481E-13
1472	5.51011E-13
1473	5.67626E-13
1474.2	5.97191E-13
1475.4	5.75456E-13
1476.6	5.88735E-13
1477.8	5.9389E-13
1479	5.55861E-13
1480.2	5.81894E-13
1481.4	6.18046E-13
1482.6	5.64508E-13
1483.8	5.78497E-13
1484.8	6.20367E-13
1486	6.02323E-13
1487.2	6.48291E-13
1488.4	6.02848E-13
1489.6	6.2834E-13
1490.8	5.79801E-13
1492	5.85941E-13
1493.2	5.93447E-13
1494.4	6.23942E-13
1495.6	6.22694E-13
1496.6	6.10838E-13
1497.8	6.2361E-13
1499	6.27208E-13
1500.2	6.42062E-13
1501.4	6.41357E-13
1502.6	6.45031E-13
1503.8	5.78393E-13
1505	5.86198E-13
1506.2	5.7099E-13
1507.4	5.80507E-13
1508.4	5.64028E-13
1509.6	5.52264E-13
1510.8	5.76566E-13
1512	5.96176E-13
1513.2	5.52205E-13
1514.4	5.06554E-13
1515.6	5.10982E-13
1516.8	5.06782E-13
1518	5.57259E-13
1519	6.19743E-13
1520.2	5.84197E-13
1521.4	5.72326E-13
1522.6	5.87545E-13
1523.8	6.04032E-13
1525	6.64796E-13
1526.2	6.0034E-13
1527.4	5.67166E-13
1528.6	6.26549E-13
1529.8	6.6304E-13
1530.8	6.23254E-13
1532	6.06831E-13
1533.2	5.93674E-13
1534.4	6.27809E-13
1535.6	5.82133E-13
1536.8	5.82133E-13
1538	5.82133E-13
1539.2	5.82133E-13
1540.4	5.82133E-13
1541.6	5.82133E-13
1542.6	5.82133E-13
1543.8	5.82133E-13
1545	5.82133E-13
1546.2	6.45124E-13
1547.4	7.61764E-13
1548.6	8.11634E-13
1549.8	8.10928E-13
1551	7.60365E-13
1552.2	7.05007E-13
1553.4	5.83187E-13
1554.4	5.82133E-13
1555.6	5.82133E-13
1556.8	5.82133E-13
1558	5.82133E-13
1559.2	5.82133E-13
1560.4	5.82133E-13
1561.6	5.82133E-13
1562.8	5.82133E-13
1564	5.82133E-13
1565.2	6.38925E-13
1566.2	6.49965E-13
1567.4	6.41765E-13
1568.6	6.15603E-13
1569.8	6.18536E-13
1571	6.04563E-13
1572.2	5.57153E-13
1573.4	5.9431E-13
1574.6	5.7738E-13
1575.8	6.06855E-13
1577	6.24386E-13
1578	6.50058E-13
1579.2	6.34078E-13
1580.4	6.69502E-13
1581.6	6.36219E-13
1582.8	6.09718E-13
1584	6.10739E-13
1585.2	6.16017E-13
1586.4	6.2936E-13
1587.6	5.90548E-13
1588.8	6.04417E-13
1589.8	5.95377E-13
1591	5.92123E-13
1592.2	5.95634E-13
1593.4	5.9361E-13
1594.6	6.23283E-13
1595.8	6.2568E-13
1597	6.05601E-13
1598.2	5.75148E-13
1599.4	5.93225E-13
1600.6	5.97168E-13
1601.6	5.57286E-13
1602.8	6.09567E-13
1604	6.08972E-13
1605.2	5.80019E-13
1606.4	5.65315E-13
1607.6	5.89691E-13
1608.8	6.46798E-13
1610	5.96777E-13
1611.2	5.69046E-13
1612.4	5.54055E-13
1613.4	5.67164E-13
1614.6	6.06977E-13
1615.8	5.81945E-13
1617	5.31664E-13
1618.2	5.41302E-13
1619.4	5.91925E-13
1620.6	6.25412E-13
1621.8	6.09537E-13
1623	5.82307E-13
1624	5.91901E-13
1625.2	5.74314E-13
1626.4	5.68882E-13
1627.6	5.85247E-13
1628.8	5.51058E-13
1630	5.59983E-13
1631.2	5.82018E-13
1632.4	5.91604E-13
1633.6	6.09613E-13
1634.8	6.44395E-13
1635.8	6.55628E-13
1637	6.55039E-13
1638.2	7.88382E-13
1639.4	8.24178E-13
1640.6	8.619E-13
1641.8	8.54604E-13
1643	7.6093E-13
1644.2	6.71252E-13
1645.4	5.99518E-13
1646.6	5.9E-13
1647.6	5.91161E-13
1648.8	6.01752E-13
1650	5.31337E-13
1651.2	5.39453E-13
1652.4	6.03927E-13
1653.6	5.83218E-13
1654.8	6.02953E-13
1656	6.45801E-13
1657.2	6.78775E-13
1658.4	6.8123E-13
1659.4	6.59868E-13
1660.6	6.26357E-13
1661.8	6.16063E-13
1663	6.12774E-13
1664.2	5.8856E-13
1665.4	6.06604E-13
1666.6	5.97115E-13
1667.8	5.76792E-13
1669	5.76815E-13
1670.2	5.45108E-13
1671.2	5.62126E-13
1672.4	5.88472E-13
1673.6	5.96538E-13
1674.8	6.03933E-13
1676	5.82333E-13
1677.2	5.81718E-13
1678.4	5.90513E-13
1679.6	5.44017E-13
1680.8	5.56978E-13
1682	5.80945E-13
1683	5.75587E-13
1684.2	5.64765E-13
1685.4	5.48838E-13
1686.6	5.29665E-13
1687.8	5.65457E-13
1689	5.92082E-13
1690.2	5.69187E-13
1691.4	5.78138E-13
1692.6	5.94572E-13
1693.8	6.04708E-13
1694.8	6.3269E-13
1696	5.98818E-13
1697.2	5.62653E-13
1698.4	5.82178E-13
1699.6	5.98707E-13
1700.8	5.84133E-13
1702	5.94905E-13
1703.2	5.56157E-13
1704.4	5.53567E-13
1705.6	5.70016E-13
1706.6	5.71326E-13
1707.8	5.68934E-13
1709	5.40432E-13
1710.2	5.47424E-13
1711.4	5.79677E-13
1712.6	5.9242E-13
1713.8	5.81754E-13
1715	5.95494E-13
1716.2	5.99291E-13
1717.4	5.76552E-13
1718.4	6.05058E-13
1719.6	6.32865E-13
1720.8	6.12978E-13
1722	5.86215E-13
1723.2	5.58197E-13
1724.4	5.62321E-13
1725.6	5.88635E-13
1726.8	5.79877E-13
1728	5.77703E-13
1729	5.87726E-13
1730.2	5.71768E-13
1731.4	5.73334E-13
1732.6	5.53051E-13
1733.8	5.48903E-13
1735	5.63536E-13
1736.2	5.91948E-13
1737.4	5.9252E-13
1738.6	5.80661E-13
1739.8	5.95564E-13
1740.8	5.84716E-13
1742	5.63301E-13
1743.2	5.61695E-13
1744.4	5.73795E-13
1745.6	5.80805E-13
1746.8	6.05653E-13
1748	6.26094E-13
1749.2	6.09018E-13
1750.4	6.0444E-13
1751.6	6.05595E-13
1752.6	5.89038E-13
1753.8	6.09269E-13
1755	6.1916E-13
1756.2	6.11864E-13
1757.4	6.19907E-13
1758.6	6.15585E-13
1759.8	5.83702E-13
1761	5.63633E-13
1762.2	6.0202E-13
1763.4	6.23995E-13
1764.4	6.14355E-13
1765.6	5.92356E-13
1766.8	6.11112E-13
1768	6.15445E-13
1769.2	6.02434E-13
1770.4	5.98521E-13
1771.6	5.87906E-13
1772.8	5.98701E-13
1774	6.11911E-13
1775.2	6.18186E-13
1776.2	6.20846E-13
1777.4	6.13626E-13
1778.6	6.01028E-13
1779.8	5.9957E-13
1781	5.84401E-13
1782.2	6.02796E-13
1783.4	6.06872E-13
1784.6	6.18845E-13
1785.8	6.21184E-13
1787	6.14244E-13
1788	5.80164E-13
1789.2	5.50998E-13
1790.4	4.95624E-13
1791.6	4.21077E-13
1792.8	3.92257E-13
1794	4.35666E-13
1795.2	4.91828E-13
1796.4	5.33467E-13
1797.6	5.6581E-13
1798.8	5.84798E-13
1799.8	5.83626E-13
1801	6.01413E-13
1802.2	6.03589E-13
1803.4	6.00801E-13
1804.6	5.89831E-13
1805.8	6.10546E-13
1807	6.14728E-13
1808.2	6.23884E-13
1809.4	6.15206E-13
1810.6	6.10593E-13
1811.6	5.91557E-13
1812.8	5.82319E-13
1814	5.84512E-13
1815.2	5.97308E-13
1816.4	5.9957E-13
1817.6	6.25709E-13
1818.8	6.13311E-13
1820	6.01717E-13
1821.2	5.83725E-13
1822.4	5.82549E-13
1823.4	5.8611E-13
1824.6	5.955E-13
1825.8	5.99034E-13
1827	6.06353E-13
1828.2	6.03758E-13
1829.4	5.89726E-13
1830.6	5.71544E-13
1831.8	5.69922E-13
1833	5.55686E-13
1834	5.52398E-13
1835.2	5.5542E-13
1836.4	5.64992E-13
1837.6	5.63865E-13
1838.8	5.65286E-13
1840	5.69488E-13
1841.2	5.61906E-13
1842.4	5.7226E-13
1843.6	5.76966E-13
1844.8	5.63253E-13
1845.8	5.65365E-13
1847	5.69391E-13
1848.2	5.77612E-13
1849.4	5.6831E-13
1850.6	5.85725E-13
1851.8	5.94981E-13
1853	6.05111E-13
1854.2	6.02451E-13
1855.4	6.02317E-13
1856.6	5.97296E-13
1857.6	6.06767E-13
1858.8	6.10558E-13
1860	6.09292E-13
1861.2	6.02825E-13
1862.4	6.09584E-13
1863.6	5.93651E-13
1864.8	5.98719E-13
1866	5.84366E-13
1867.2	5.67259E-13
1868.4	5.46282E-13
1869.4	5.63798E-13
1870.6	5.58462E-13
1871.8	5.73222E-13
1873	5.70812E-13
1874.2	5.70416E-13
1875.4	5.61529E-13
1876.6	5.64988E-13
1877.8	5.51038E-13
1879	5.50269E-13
1880.2	5.50716E-13
1881.2	5.66999E-13
1882.4	5.63452E-13
1883.6	5.71889E-13
1884.8	5.56783E-13
1886	5.61504E-13
1887.2	5.55777E-13
1888.4	5.68363E-13
1889.6	5.58531E-13
1890.8	5.68859E-13
1892	5.72248E-13
1893	5.81957E-13
1894.2	5.76561E-13
1895.4	5.78638E-13
1896.6	5.76775E-13
1897.8	5.74206E-13
1899	5.65188E-13
1900.2	5.6941E-13
1901.4	5.64165E-13
1902.6	5.61164E-13
1903.8	5.47568E-13
1904.8	5.47352E-13
1906	5.44523E-13
1907.2	5.60487E-13
1908.4	5.62333E-13
1909.6	5.68058E-13
1910.8	5.61124E-13
1912	5.64974E-13
1913.2	5.66551E-13
1914.4	5.70793E-13
1915.6	5.69397E-13
1916.6	5.78442E-13
1917.8	5.65975E-13
1919	5.6103E-13
1920.2	5.4905E-13
1921.4	5.514E-13
1922.6	5.62868E-13
1923.8	5.67342E-13
1925	5.5939E-13
1926.2	5.68705E-13
1927.4	5.82558E-13
1928.4	5.85025E-13
1929.6	5.86244E-13
1930.8	5.80266E-13
1932	5.70719E-13
1933.2	5.7208E-13
1934.4	5.55952E-13
1935.6	5.61489E-13
1936.8	5.4829E-13
1938	5.519E-13
1939	5.47577E-13
1940.2	5.56982E-13
1941.4	5.52196E-13
1942.6	5.5105E-13
1943.8	5.47444E-13
1945	5.41494E-13
1946.2	5.43142E-13
1947.4	5.42055E-13
1948.6	5.44989E-13
1949.8	5.45657E-13
1950.8	5.48188E-13
1952	5.579E-13
1953.2	5.60117E-13
1954.4	5.68752E-13
1955.6	5.7023E-13
1956.8	5.73572E-13
1958	5.61832E-13
1959.2	5.64736E-13
1960.4	5.6602E-13
1961.6	5.64774E-13
1962.6	5.6289E-13
1963.8	5.64711E-13
1965	5.62186E-13
1966.2	5.50553E-13
1967.4	5.40567E-13
1968.6	5.35676E-13
1969.8	5.4046E-13
1971	5.39777E-13
1972.2	5.31443E-13
1973.4	5.33055E-13
1974.4	5.34455E-13
1975.6	5.42496E-13
1976.8	5.44848E-13
1978	5.50587E-13
1979.2	5.48511E-13
1980.4	5.506E-13
1981.6	5.53008E-13
1982.8	5.66265E-13
2000.4	5.33019E-13
2002.2	5.3234E-13
2004.2	5.23978E-13
2006	5.24537E-13
2009.8	5.23017E-13
2011.6	5.00264E-13
2013.6	4.92593E-13
2015.4	5.02617E-13
2017.2	5.04863E-13
2019.2	5.16985E-13
2021	5.14317E-13
2022.8	4.95577E-13
2024.8	4.87397E-13
2026.6	4.86825E-13
2028.4	5.10239E-13
2030.4	4.92074E-13
2032.2	4.78852E-13
2034	4.88975E-13
2036	4.98516E-13
2037.8	5.13362E-13
2039.6	5.34048E-13
2041.6	5.30679E-13
2043.4	5.26354E-13
2045.4	5.46155E-13
2047.2	5.45778E-13
2049	5.41253E-13
2051	5.67614E-13
2052.8	5.77654E-13
2054.6	5.58223E-13
2056.6	5.46428E-13
2058.4	5.51613E-13
2060.2	5.71375E-13
2062.2	5.9249E-13
2064	5.91814E-13
2065.8	5.78032E-13
2067.8	5.61465E-13
2069.6	5.57204E-13
2071.4	5.44685E-13
2073.4	5.5885E-13
2075.2	5.57988E-13
2077	5.38035E-13
2079	5.18311E-13
2080.8	5.10765E-13
2082.6	5.21821E-13
2084.6	5.04239E-13
2086.4	4.81896E-13
2088.4	4.72617E-13
2090.2	4.51329E-13
2092	4.50987E-13
2094	4.91179E-13
2095.8	5.24288E-13
2097.6	5.16287E-13
2099.6	5.0327E-13
2101.4	5.04493E-13
2103.2	5.16492E-13
2105.2	5.50372E-13
2107	5.69605E-13
2108.8	5.95902E-13
2110.8	6.23972E-13
2112.6	6.40243E-13
2114.4	6.30439E-13
2116.4	6.39875E-13
2118.2	6.59745E-13
2120	6.8284E-13
2122	6.84618E-13
2123.8	6.87214E-13
2125.6	7.14828E-13
2127.6	7.17388E-13
2129.4	7.26702E-13
2131.4	7.38104E-13
2133.2	7.14204E-13
2135	6.94819E-13
2137	6.94632E-13
2138.8	6.92066E-13
2140.6	7.00347E-13
2142.6	6.94906E-13
2144.4	6.73713E-13
2146.2	6.64941E-13
2148.2	6.69035E-13
2150	6.65215E-13
2151.8	6.53861E-13
2153.8	6.44115E-13
2155.6	6.47119E-13
2157.4	6.71596E-13
2159.4	6.95787E-13
2161.2	6.83102E-13
2163	6.70528E-13
2165	6.61909E-13
2166.8	6.72237E-13
2168.6	6.7506E-13
2170.6	6.7804E-13
2172.4	6.83855E-13
2174.4	6.69461E-13
2176.2	6.60387E-13
2178	6.56403E-13
2180	6.46547E-13
2181.8	6.47871E-13
2183.6	6.41526E-13
2185.6	6.41788E-13
2187.4	6.34224E-13
2189.2	6.28013E-13
2191.2	6.20344E-13
2193	6.26124E-13
2194.8	6.16827E-13
2196.8	5.9648E-13
2198.6	5.63939E-13
2200.4	5.79617E-13
2202.4	6.87663E-13
2204.2	4.45269E-13
2206	1.15484E-12
2208	1.09502E-12
2209.8	4.57229E-13
2211.8	7.9065E-13
2213.6	9.86197E-13
2215.4	5.21418E-13
2217.4	3.98865E-13
2219.2	7.50736E-13
2221	9.30204E-13
2223	6.89132E-13
2224.8	7.94668E-13
2226.6	7.42E-13
2228.6	6.83277E-13
2230.4	9.80808E-13
2232.2	6.023E-13
2234.2	9.3161E-13
2236	1.12868E-12
2237.8	9.40107E-13
2239.8	6.1446E-13
2241.6	7.91956E-13
2243.4	8.58575E-13
2245.4	9.12376E-13
2247.2	8.67988E-13
2249	7.69935E-13
2251	1.09367E-12
2252.8	1.22729E-12
2254.8	1.46034E-12
2256.6	1.1367E-12
2258.4	1.01817E-12
2260.4	1.60236E-12
2262.2	1.51877E-12
2264	1.16404E-12
2266	9.92828E-13
2267.8	1.18339E-12
2269.6	1.31776E-12
2271.6	1.21208E-12
2273.4	7.71031E-13
2275.2	1.00205E-12
2277.2	1.38345E-12
2279	1.1697E-12
2280.8	1.05882E-12
2282.8	1.1906E-12
2284.6	5.91674E-13
2286.4	8.78037E-13
2288.4	1.16799E-12
2290.2	7.90393E-13
2292	7.73446E-13
2294	1.07484E-12
2295.8	1.08273E-12
2297.8	1.05335E-12
2299.6	1.40129E-12
2301.4	1.53643E-12
2303.4	1.27861E-12
2305.2	9.32403E-13
2307	8.16696E-13
2309	6.65262E-13
2310.8	9.45064E-13
2312.6	7.4344E-13
2314.6	8.89322E-13
2316.4	1.0362E-12
2318.2	9.85777E-13
2320.2	1.25433E-12
2322	9.96444E-13
2323.8	9.04182E-13
2325.8	1.17065E-12
2327.6	1.55846E-12
2329.4	1.54908E-12
2331.4	1.50798E-12
2333.2	1.79903E-12
2335	1.5202E-12
2337	1.3732E-12
2338.8	1.86562E-12
2340.8	2.0171E-12
2342.6	1.96333E-12
2344.4	2.19938E-12
2346.4	2.20552E-12
2348.2	1.86527E-12
2350	2.00225E-12
2352	1.92463E-12
2353.8	1.32444E-12
2355.6	1.48983E-12
2357.6	1.61856E-12
2359.4	1.94919E-12
2361.2	2.3767E-12
2363.2	2.11029E-12
2365	2.14777E-12
2366.8	2.0925E-12
2368.8	2.17392E-12
2370.6	1.94723E-12
2372.4	1.60399E-12
2374.4	1.48504E-12
2376.2	1.55802E-12
2378	2.22577E-12
2380	2.72501E-12
2381.8	3.03255E-12
2383.8	2.9358E-12
2385.6	2.8699E-12
2387.4	2.14153E-12
2389.4	1.82293E-12
2391.2	1.74002E-12
2393	2.13049E-12
2395	2.5109E-12
2396.8	2.32507E-12
2398.6	2.40863E-12
2400.6	2.4346E-12
2402.4	2.3802E-12
2404.2	2.50727E-12
2406.2	2.41703E-12
2408	2.70359E-12
2409.8	3.18132E-12
2411.8	2.52486E-12
2413.6	2.2953E-12
2415.4	1.90379E-12
2417.4	1.18533E-12
2419.2	1.2487E-12
2421	1.4667E-12
2423	1.53073E-12
2424.8	1.59247E-12
2426.8	1.72248E-12
2428.6	1.77678E-12
2430.4	1.88494E-12
2432.4	1.84124E-12
2434.2	1.68339E-12
2436	1.99323E-12
2438	1.84017E-12
2439.8	1.8838E-12
2441.6	1.7335E-12
2443.6	1.54079E-12
2445.4	1.80333E-12
2447.2	1.95229E-12
2449.2	1.94774E-12
2451	1.75754E-12
2452.8	1.66888E-12
2454.8	1.63291E-12
2456.6	1.76596E-12
2458.4	1.81748E-12
2460.4	1.84573E-12
2462.2	1.91462E-12
2464	1.89777E-12
2466	1.97214E-12
2467.8	2.10185E-12
2469.8	1.95384E-12
2471.6	2.01076E-12
2473.4	1.78213E-12
2475.4	1.95138E-12
2477.2	2.08315E-12
2479	2.23733E-12
2481	2.5181E-12
2482.8	2.14867E-12
2484.6	1.85572E-12
2486.6	1.99483E-12
2488.4	1.99098E-12
2490.2	1.9558E-12
2492.2	2.36605E-12
2494	2.0182E-12
2495.8	1.67406E-12
2497.8	1.81366E-12
2499.6	1.63403E-12
2501.4	1.67213E-12
2503.4	1.61801E-12
2505.2	2.06405E-12
2507.2	2.32142E-12
2509	2.12765E-12
2510.8	1.77349E-12
2512.8	1.8895E-12
2514.6	2.09708E-12
2516.4	2.19104E-12
2518.4	1.93815E-12
2520.2	2.06691E-12
2522	2.30294E-12
2524	2.54735E-12
2525.8	2.83912E-12
2527.6	2.70758E-12
2529.6	2.94644E-12
2531.4	2.9696E-12
2533.2	2.61409E-12
2535.2	2.3911E-12
2537	2.85522E-12
2538.8	3.03408E-12
2540.8	2.83086E-12
2542.6	2.47183E-12
2544.4	2.39604E-12
2546.4	2.4206E-12
2548.2	2.56288E-12
2550.2	2.58764E-12
2552	2.33832E-12
2553.8	1.81971E-12
2555.8	1.68847E-12
2557.6	1.75602E-12
2559.4	1.81216E-12
2561.4	1.90279E-12
2563.2	1.7641E-12
2565	1.94258E-12
2567	1.89385E-12
2568.8	1.77099E-12
2570.6	1.94474E-12
2572.6	2.22499E-12
2574.4	2.08319E-12
2576.2	1.86773E-12
2578.2	1.76248E-12
2580	1.6483E-12
2581.8	1.84033E-12
2583.8	2.29438E-12
2585.6	2.49268E-12
2587.4	2.20672E-12
2589.4	1.9674E-12
2591.2	1.94708E-12
2593.2	2.04775E-12
2595	2.23582E-12
2596.8	2.43551E-12
2598.8	2.60958E-12
2600.6	2.65134E-12
2602.4	2.32629E-12
2604.4	2.39051E-12
2606.2	2.74289E-12
2608	2.84697E-12
2610	3.06765E-12
2611.8	3.08054E-12
2613.6	2.68008E-12
2615.6	3.21598E-12
2617.4	2.68711E-12
2619.2	2.64498E-12
2621.2	2.69557E-12
2623	2.81766E-12
2624.8	2.84185E-12
2626.8	2.99958E-12
2628.6	3.14348E-12
2630.4	3.17703E-12
2632.4	3.01487E-12
2634.2	2.18741E-12
2636.2	1.66775E-12
2638	1.62089E-12
2639.8	1.63946E-12
