	1038 s
1161.6	1.40652E-12
1162.8	9.79411E-13
1164	6.83762E-13
1165.2	6.2831E-13
1166.4	7.06904E-13
1167.6	6.49692E-13
1168.8	7.0205E-13
1169.8	7.12794E-13
1171	9.39487E-13
1172.2	1.54202E-12
1173.4	2.23487E-12
1174.6	2.49145E-12
1175.8	2.50863E-12
1177	1.87236E-12
1178.2	1.26171E-12
1179.4	9.3146E-13
1180.6	7.55703E-13
1181.6	6.59306E-13
1182.8	5.99381E-13
1184	6.50967E-13
1185.2	6.03654E-13
1186.4	5.6068E-13
1187.6	6.64397E-13
1188.8	6.41082E-13
1190	6.08342E-13
1191.2	6.41896E-13
1192.4	6.41896E-13
1193.4	6.41896E-13
1194.6	6.41896E-13
1195.8	6.41896E-13
1197	6.41896E-13
1198.2	6.41896E-13
1199.4	6.41896E-13
1200.91	6.41896E-13
1202.61	6.41896E-13
1204.41	6.39922E-13
1206.11	3.75198E-12
1207.91	6.39922E-13
1209.61	6.39922E-13
1211.41	6.39922E-13
1213.11	1.64633E-12
1214.91	2.06867E-11
1216.61	2.29183E-11
1218.41	2.67074E-12
1220.11	6.41896E-13
1221.91	6.41896E-13
1223.61	6.41896E-13
1225.41	6.41896E-13
1227.11	6.41896E-13
1228.91	6.41896E-13
1231.2	6.69105E-13
1232.4	6.8535E-13
1233.6	6.99398E-13
1234.8	6.78336E-13
1236	8.02569E-13
1237.2	8.85549E-13
1238.4	8.26532E-13
1239.4	8.54793E-13
1240.6	8.73617E-13
1241.8	8.54372E-13
1243	7.84969E-13
1244.2	8.28225E-13
1245.4	8.48127E-13
1246.6	8.59677E-13
1247.8	8.88918E-13
1249	7.87618E-13
1250.2	7.53989E-13
1251.2	7.27435E-13
1252.4	6.97398E-13
1253.6	6.94129E-13
1254.8	6.75846E-13
1256	7.76072E-13
1257.2	7.20598E-13
1258.4	6.57097E-13
1259.6	6.62994E-13
1260.8	7.09484E-13
1262	8.13839E-13
1263	7.74774E-13
1264.2	7.70341E-13
1265.4	7.1886E-13
1266.6	7.41888E-13
1267.8	8.07917E-13
1269	7.75582E-13
1270.2	7.52902E-13
1271.4	7.04016E-13
1272.6	7.12819E-13
1273.8	8.05812E-13
1274.8	7.87264E-13
1276	7.13456E-13
1277.2	7.53426E-13
1278.4	7.17883E-13
1279.6	8.06637E-13
1280.8	7.17364E-13
1282	7.63133E-13
1283.2	7.51649E-13
1284.4	7.46613E-13
1285.6	7.98714E-13
1286.6	8.08091E-13
1287.8	8.68506E-13
1289	7.97029E-13
1290.2	9.36287E-13
1291.4	8.19469E-13
1292.6	8.53068E-13
1293.8	9.07484E-13
1295	9.93263E-13
1296.2	1.08534E-12
1297.4	1.16824E-12
1298.4	1.12511E-12
1299.6	9.97434E-13
1300.8	1.06274E-12
1302	1.05513E-12
1303.2	1.11215E-12
1304.4	9.50308E-13
1305.6	8.44846E-13
1306.8	8.63744E-13
1308	8.07394E-13
1309.2	7.16119E-13
1310.2	8.19113E-13
1311.4	9.12587E-13
1312.6	8.06922E-13
1313.8	7.97506E-13
1315	7.81571E-13
1316.2	7.93093E-13
1317.4	7.87146E-13
1318.6	7.14856E-13
1319.8	8.11102E-13
1320.8	7.28235E-13
1322	7.49546E-13
1323.2	8.06151E-13
1324.4	8.1823E-13
1325.6	8.1473E-13
1326.8	8.05469E-13
1328	7.20104E-13
1329.2	8.28306E-13
1330.4	8.20044E-13
1331.6	8.82325E-13
1332.6	1.17338E-12
1333.8	1.36535E-12
1335	1.49177E-12
1336.2	1.4767E-12
1337.4	1.33981E-12
1338.6	1.05864E-12
1339.8	8.54939E-13
1341	6.96862E-13
1342.2	7.99512E-13
1343.4	8.29918E-13
1344.4	7.53204E-13
1345.6	8.06503E-13
1346.8	7.36685E-13
1348	7.8111E-13
1349.2	7.17347E-13
1350.4	6.61047E-13
1351.6	7.1623E-13
1352.8	7.35E-13
1354	7.78272E-13
1355.2	8.27569E-13
1356.2	7.77172E-13
1357.4	7.09747E-13
1358.6	7.08437E-13
1359.8	7.22787E-13
1361	7.33957E-13
1362.2	7.10361E-13
1363.4	7.50535E-13
1364.6	7.91177E-13
1365.8	8.08816E-13
1367	7.76169E-13
1368	7.39238E-13
1369.2	7.61111E-13
1370.4	6.98959E-13
1371.6	7.45006E-13
1372.8	8.58146E-13
1374	7.74967E-13
1375.2	7.16456E-13
1376.4	6.58242E-13
1377.6	7.45548E-13
1378.8	7.63856E-13
1379.8	6.87717E-13
1381	7.49257E-13
1382.2	8.11134E-13
1383.4	6.87324E-13
1384.6	7.09161E-13
1385.8	7.34703E-13
1387	7.3258E-13
1388.2	8.09729E-13
1389.4	8.83159E-13
1390.6	1.04994E-12
1391.6	1.3628E-12
1392.8	1.68419E-12
1394	1.73026E-12
1395.2	1.55731E-12
1396.4	1.18718E-12
1397.6	9.56424E-13
1398.8	9.90314E-13
1400	1.11983E-12
1401.2	1.35485E-12
1402.4	1.36255E-12
1403.4	1.32797E-12
1404.6	1.29147E-12
1405.8	9.75556E-13
1407	8.25495E-13
1408.2	7.68744E-13
1409.4	8.33822E-13
1410.6	7.14368E-13
1411.8	6.91702E-13
1413	7.52754E-13
1414	7.70559E-13
1415.2	7.65251E-13
1416.4	7.97686E-13
1417.6	7.89999E-13
1418.8	7.87502E-13
1420	7.26096E-13
1421.2	7.16496E-13
1422.4	7.94361E-13
1423.6	7.58912E-13
1424.8	7.69622E-13
1425.8	7.5517E-13
1427	7.11818E-13
1428.2	7.32011E-13
1429.4	7.44797E-13
1430.6	7.74233E-13
1431.8	7.47798E-13
1433	8.20109E-13
1434.2	7.34156E-13
1435.4	7.0498E-13
1436.6	7.1918E-13
1437.6	7.18971E-13
1438.8	7.14661E-13
1440	7.19795E-13
1441.2	6.91241E-13
1442.4	7.23806E-13
1443.6	7.46789E-13
1444.8	7.78223E-13
1446	7.53386E-13
1447.2	7.57491E-13
1448.4	7.47317E-13
1449.4	7.52708E-13
1450.6	8.17946E-13
1451.8	7.62348E-13
1453	7.04942E-13
1454.2	7.06731E-13
1455.4	7.59111E-13
1456.6	7.59987E-13
1457.8	8.14625E-13
1459	7.79794E-13
1460.2	7.49563E-13
1461.2	7.61266E-13
1462.4	7.83244E-13
1463.6	7.2926E-13
1464.8	7.59132E-13
1466	8.21105E-13
1467.2	7.87574E-13
1468.4	8.13945E-13
1469.6	8.52096E-13
1470.8	8.18724E-13
1472	7.65293E-13
1473	7.88369E-13
1474.2	8.29432E-13
1475.4	7.99245E-13
1476.6	8.17687E-13
1477.8	8.24847E-13
1479	7.72029E-13
1480.2	8.08186E-13
1481.4	8.58398E-13
1482.6	7.84039E-13
1483.8	8.03468E-13
1484.8	8.61621E-13
1486	8.3656E-13
1487.2	9.00404E-13
1488.4	8.37289E-13
1489.6	8.72694E-13
1490.8	8.05279E-13
1492	8.13807E-13
1493.2	8.24232E-13
1494.4	8.66587E-13
1495.6	8.64853E-13
1496.6	8.48386E-13
1497.8	8.66125E-13
1499	8.71123E-13
1500.2	8.91753E-13
1501.4	8.90773E-13
1502.6	8.95876E-13
1503.8	8.03324E-13
1505	8.14163E-13
1506.2	7.93041E-13
1507.4	8.0626E-13
1508.4	7.83373E-13
1509.6	7.67033E-13
1510.8	8.00786E-13
1512	8.28022E-13
1513.2	7.66951E-13
1514.4	7.03547E-13
1515.6	7.09697E-13
1516.8	7.03863E-13
1518	7.73971E-13
1519	8.60755E-13
1520.2	8.11385E-13
1521.4	7.94897E-13
1522.6	8.16034E-13
1523.8	8.38933E-13
1525	9.23327E-13
1526.2	8.33806E-13
1527.4	7.8773E-13
1528.6	8.70207E-13
1529.8	9.20889E-13
1530.8	8.65631E-13
1532	8.42821E-13
1533.2	8.24548E-13
1534.4	8.71957E-13
1535.6	8.08518E-13
1536.8	8.08518E-13
1538	8.08518E-13
1539.2	8.08518E-13
1540.4	8.08518E-13
1541.6	8.08518E-13
1542.6	8.08518E-13
1543.8	8.08518E-13
1545	8.08518E-13
1546.2	8.96006E-13
1547.4	1.05801E-12
1548.6	1.12727E-12
1549.8	1.12629E-12
1551	1.05606E-12
1552.2	9.79177E-13
1553.4	8.09982E-13
1554.4	8.08518E-13
1555.6	8.08518E-13
1556.8	8.08518E-13
1558	8.08518E-13
1559.2	8.08518E-13
1560.4	8.08518E-13
1561.6	8.08518E-13
1562.8	8.08518E-13
1564	8.08518E-13
1565.2	8.87395E-13
1566.2	9.02729E-13
1567.4	8.9134E-13
1568.6	8.55004E-13
1569.8	8.59078E-13
1571	8.3967E-13
1572.2	7.73824E-13
1573.4	8.2543E-13
1574.6	8.01916E-13
1575.8	8.42854E-13
1577	8.67202E-13
1578	9.02858E-13
1579.2	8.80664E-13
1580.4	9.29864E-13
1581.6	8.83637E-13
1582.8	8.46831E-13
1584	8.48248E-13
1585.2	8.55579E-13
1586.4	8.74111E-13
1587.6	8.20206E-13
1588.8	8.39468E-13
1589.8	8.26913E-13
1591	8.22393E-13
1592.2	8.27269E-13
1593.4	8.24459E-13
1594.6	8.65671E-13
1595.8	8.69E-13
1597	8.41112E-13
1598.2	7.98816E-13
1599.4	8.23924E-13
1600.6	8.294E-13
1601.6	7.74008E-13
1602.8	8.4662E-13
1604	8.45794E-13
1605.2	8.05582E-13
1606.4	7.8516E-13
1607.6	8.19015E-13
1608.8	8.98331E-13
1610	8.28857E-13
1611.2	7.90341E-13
1612.4	7.69521E-13
1613.4	7.87727E-13
1614.6	8.43024E-13
1615.8	8.08257E-13
1617	7.38423E-13
1618.2	7.51809E-13
1619.4	8.22118E-13
1620.6	8.68628E-13
1621.8	8.4658E-13
1623	8.08759E-13
1624	8.22085E-13
1625.2	7.97659E-13
1626.4	7.90114E-13
1627.6	8.12843E-13
1628.8	7.65358E-13
1630	7.77755E-13
1631.2	8.08359E-13
1632.4	8.21672E-13
1633.6	8.46685E-13
1634.8	8.94993E-13
1635.8	9.10594E-13
1637	9.09776E-13
1638.2	1.09497E-12
1639.4	1.14469E-12
1640.6	1.19708E-12
1641.8	1.18695E-12
1643	1.05685E-12
1644.2	9.32294E-13
1645.4	8.32664E-13
1646.6	8.19445E-13
1647.6	8.21056E-13
1648.8	8.35766E-13
1650	7.37968E-13
1651.2	7.4924E-13
1652.4	8.38787E-13
1653.6	8.10024E-13
1654.8	8.37435E-13
1656	8.96945E-13
1657.2	9.42743E-13
1658.4	9.46153E-13
1659.4	9.16483E-13
1660.6	8.6994E-13
1661.8	8.55644E-13
1663	8.51075E-13
1664.2	8.17444E-13
1665.4	8.42505E-13
1666.6	8.29327E-13
1667.8	8.01101E-13
1669	8.01132E-13
1670.2	7.57094E-13
1671.2	7.80731E-13
1672.4	8.17322E-13
1673.6	8.28525E-13
1674.8	8.38796E-13
1676	8.08796E-13
1677.2	8.07941E-13
1678.4	8.20157E-13
1679.6	7.55578E-13
1680.8	7.73581E-13
1682	8.06868E-13
1683	7.99426E-13
1684.2	7.84396E-13
1685.4	7.62276E-13
1686.6	7.35646E-13
1687.8	7.85357E-13
1689	8.22336E-13
1690.2	7.90537E-13
1691.4	8.0297E-13
1692.6	8.25795E-13
1693.8	8.39873E-13
1694.8	8.78737E-13
1696	8.31692E-13
1697.2	7.81462E-13
1698.4	8.08581E-13
1699.6	8.31538E-13
1700.8	8.11296E-13
1702	8.26257E-13
1703.2	7.7244E-13
1704.4	7.68843E-13
1705.6	7.91689E-13
1706.6	7.93508E-13
1707.8	7.90186E-13
1709	7.506E-13
1710.2	7.60311E-13
1711.4	8.05107E-13
1712.6	8.22806E-13
1713.8	8.07991E-13
1715	8.27075E-13
1716.2	8.32348E-13
1717.4	8.00767E-13
1718.4	8.40359E-13
1719.6	8.7898E-13
1720.8	8.51359E-13
1722	8.14188E-13
1723.2	7.75274E-13
1724.4	7.81002E-13
1725.6	8.17549E-13
1726.8	8.05385E-13
1728	8.02366E-13
1729	8.16286E-13
1730.2	7.94122E-13
1731.4	7.96297E-13
1732.6	7.68126E-13
1733.8	7.62365E-13
1735	7.82688E-13
1736.2	8.2215E-13
1737.4	8.22944E-13
1738.6	8.06474E-13
1739.8	8.27172E-13
1740.8	8.12106E-13
1742	7.82362E-13
1743.2	7.80131E-13
1744.4	7.96937E-13
1745.6	8.06674E-13
1746.8	8.41185E-13
1748	8.69576E-13
1749.2	8.45859E-13
1750.4	8.395E-13
1751.6	8.41104E-13
1752.6	8.18108E-13
1753.8	8.46207E-13
1755	8.59945E-13
1756.2	8.49812E-13
1757.4	8.60981E-13
1758.6	8.54979E-13
1759.8	8.10697E-13
1761	7.82824E-13
1762.2	8.36139E-13
1763.4	8.6666E-13
1764.4	8.5327E-13
1765.6	8.22717E-13
1766.8	8.48767E-13
1768	8.54785E-13
1769.2	8.36714E-13
1770.4	8.31279E-13
1771.6	8.16537E-13
1772.8	8.3153E-13
1774	8.49876E-13
1775.2	8.58592E-13
1776.2	8.62286E-13
1777.4	8.52258E-13
1778.6	8.34762E-13
1779.8	8.32737E-13
1781	8.11669E-13
1782.2	8.37216E-13
1783.4	8.42878E-13
1784.6	8.59507E-13
1785.8	8.62755E-13
1787	8.53116E-13
1788	8.05784E-13
1789.2	7.65275E-13
1790.4	6.88367E-13
1791.6	5.8483E-13
1792.8	5.44801E-13
1794	6.05091E-13
1795.2	6.83094E-13
1796.4	7.40926E-13
1797.6	7.85847E-13
1798.8	8.12219E-13
1799.8	8.10591E-13
1801	8.35296E-13
1802.2	8.38318E-13
1803.4	8.34446E-13
1804.6	8.1921E-13
1805.8	8.47981E-13
1807	8.53789E-13
1808.2	8.66506E-13
1809.4	8.54453E-13
1810.6	8.48046E-13
1811.6	8.21607E-13
1812.8	8.08777E-13
1814	8.11823E-13
1815.2	8.29594E-13
1816.4	8.32737E-13
1817.6	8.69041E-13
1818.8	8.5182E-13
1820	8.35718E-13
1821.2	8.10729E-13
1822.4	8.09095E-13
1823.4	8.14042E-13
1824.6	8.27083E-13
1825.8	8.31992E-13
1827	8.42157E-13
1828.2	8.38553E-13
1829.4	8.19064E-13
1830.6	7.9381E-13
1831.8	7.91559E-13
1833	7.71786E-13
1834	7.6722E-13
1835.2	7.71416E-13
1836.4	7.84711E-13
1837.6	7.83145E-13
1838.8	7.85119E-13
1840	7.90955E-13
1841.2	7.80424E-13
1842.4	7.94806E-13
1843.6	8.01342E-13
1844.8	7.82296E-13
1845.8	7.85229E-13
1847	7.90821E-13
1848.2	8.02239E-13
1849.4	7.89319E-13
1850.6	8.13507E-13
1851.8	8.26362E-13
1853	8.40432E-13
1854.2	8.36738E-13
1855.4	8.36552E-13
1856.6	8.29578E-13
1857.6	8.42732E-13
1858.8	8.47997E-13
1860	8.46239E-13
1861.2	8.37257E-13
1862.4	8.46644E-13
1863.6	8.24515E-13
1864.8	8.31554E-13
1866	8.1162E-13
1867.2	7.8786E-13
1868.4	7.58725E-13
1869.4	7.83053E-13
1870.6	7.75641E-13
1871.8	7.96142E-13
1873	7.92794E-13
1874.2	7.92244E-13
1875.4	7.79901E-13
1876.6	7.84706E-13
1877.8	7.65331E-13
1879	7.64263E-13
1880.2	7.64883E-13
1881.2	7.87498E-13
1882.4	7.82573E-13
1883.6	7.9429E-13
1884.8	7.7331E-13
1886	7.79866E-13
1887.2	7.71912E-13
1888.4	7.89393E-13
1889.6	7.75737E-13
1890.8	7.90082E-13
1892	7.94789E-13
1893	8.08274E-13
1894.2	8.00779E-13
1895.4	8.03663E-13
1896.6	8.01076E-13
1897.8	7.97509E-13
1899	7.84983E-13
1900.2	7.90847E-13
1901.4	7.83562E-13
1902.6	7.79395E-13
1903.8	7.60511E-13
1904.8	7.60212E-13
1906	7.56282E-13
1907.2	7.78455E-13
1908.4	7.81017E-13
1909.6	7.8897E-13
1910.8	7.79339E-13
1912	7.84686E-13
1913.2	7.86876E-13
1914.4	7.92768E-13
1915.6	7.9083E-13
1916.6	8.03392E-13
1917.8	7.86076E-13
1919	7.79208E-13
1920.2	7.62569E-13
1921.4	7.65833E-13
1922.6	7.81761E-13
1923.8	7.87974E-13
1925	7.7693E-13
1926.2	7.89868E-13
1927.4	8.09109E-13
1928.4	8.12535E-13
1929.6	8.14228E-13
1930.8	8.05925E-13
1932	7.92665E-13
1933.2	7.94556E-13
1934.4	7.72155E-13
1935.6	7.79845E-13
1936.8	7.61513E-13
1938	7.66527E-13
1939	7.60524E-13
1940.2	7.73586E-13
1941.4	7.66939E-13
1942.6	7.65347E-13
1943.8	7.60339E-13
1945	7.52075E-13
1946.2	7.54364E-13
1947.4	7.52854E-13
1948.6	7.5693E-13
1949.8	7.57856E-13
1950.8	7.61372E-13
1952	7.74861E-13
1953.2	7.7794E-13
1954.4	7.89934E-13
1955.6	7.91986E-13
1956.8	7.96628E-13
1958	7.80322E-13
1959.2	7.84356E-13
1960.4	7.86139E-13
1961.6	7.84409E-13
1962.6	7.81791E-13
1963.8	7.84321E-13
1965	7.80814E-13
1966.2	7.64657E-13
1967.4	7.50788E-13
1968.6	7.43995E-13
1969.8	7.50638E-13
1971	7.4969E-13
1972.2	7.38116E-13
1973.4	7.40354E-13
1974.4	7.42299E-13
1975.6	7.53467E-13
1976.8	7.56733E-13
1978	7.64704E-13
1979.2	7.6182E-13
1980.4	7.64723E-13
1981.6	7.68066E-13
1982.8	7.86478E-13
2000.4	7.40304E-13
2002.2	7.39361E-13
2004.2	7.27747E-13
2006	7.28524E-13
2009.8	7.26412E-13
2011.6	6.94811E-13
2013.6	6.84158E-13
2015.4	6.98079E-13
2017.2	7.01198E-13
2019.2	7.18035E-13
2021	7.14329E-13
2022.8	6.88302E-13
2024.8	6.7694E-13
2026.6	6.76146E-13
2028.4	7.08665E-13
2030.4	6.83436E-13
2032.2	6.65072E-13
2034	6.79132E-13
2036	6.92384E-13
2037.8	7.13003E-13
2039.6	7.41734E-13
2041.6	7.37055E-13
2043.4	7.31047E-13
2045.4	7.58548E-13
2047.2	7.58025E-13
2049	7.5174E-13
2051	7.88353E-13
2052.8	8.02297E-13
2054.6	7.7531E-13
2056.6	7.58927E-13
2058.4	7.66129E-13
2060.2	7.93576E-13
2062.2	8.22903E-13
2064	8.21964E-13
2065.8	8.02822E-13
2067.8	7.79812E-13
2069.6	7.73894E-13
2071.4	7.56507E-13
2073.4	7.76181E-13
2075.2	7.74983E-13
2077	7.47271E-13
2079	7.19877E-13
2080.8	7.09396E-13
2082.6	7.24751E-13
2084.6	7.00332E-13
2086.4	6.69301E-13
2088.4	6.56412E-13
2090.2	6.26846E-13
2092	6.26371E-13
2094	6.82193E-13
2095.8	7.28178E-13
2097.6	7.17065E-13
2099.6	6.98985E-13
2101.4	7.00685E-13
2103.2	7.17351E-13
2105.2	7.64405E-13
2107	7.91118E-13
2108.8	8.27642E-13
2110.8	8.66627E-13
2112.6	8.89226E-13
2114.4	8.7561E-13
2116.4	8.88716E-13
2118.2	9.16312E-13
2120	9.48389E-13
2122	9.50859E-13
2123.8	9.54464E-13
2125.6	9.92817E-13
2127.6	9.96373E-13
2129.4	1.00931E-12
2131.4	1.02514E-12
2133.2	9.9195E-13
2135	9.65026E-13
2137	9.64767E-13
2138.8	9.61203E-13
2140.6	9.72705E-13
2142.6	9.65147E-13
2144.4	9.35712E-13
2146.2	9.2353E-13
2148.2	9.29216E-13
2150	9.2391E-13
2151.8	9.0814E-13
2153.8	8.94604E-13
2155.6	8.98776E-13
2157.4	9.32772E-13
2159.4	9.66371E-13
2161.2	9.48753E-13
2163	9.31289E-13
2165	9.19318E-13
2166.8	9.33663E-13
2168.6	9.37583E-13
2170.6	9.41722E-13
2172.4	9.49798E-13
2174.4	9.29807E-13
2176.2	9.17203E-13
2178	9.11671E-13
2180	8.97982E-13
2181.8	8.99821E-13
2183.6	8.91008E-13
2185.6	8.91373E-13
2187.4	8.80867E-13
2189.2	8.7224E-13
2191.2	8.61589E-13
2193	8.69616E-13
2194.8	8.56705E-13
2196.8	8.28444E-13
2198.6	7.83249E-13
2200.4	8.05023E-13
2202.4	9.55087E-13
2204.2	6.18429E-13
2206	1.60394E-12
2208	1.52086E-12
2209.8	6.35041E-13
2211.8	1.09813E-12
2213.6	1.36972E-12
2215.4	7.24192E-13
2217.4	5.53978E-13
2219.2	1.04269E-12
2221	1.29195E-12
2223	9.57128E-13
2224.8	1.10371E-12
2226.6	1.03055E-12
2228.6	9.48996E-13
2230.4	1.36223E-12
2232.2	8.36527E-13
2234.2	1.2939E-12
2236	1.56762E-12
2237.8	1.3057E-12
2239.8	8.53416E-13
2241.6	1.09994E-12
2243.4	1.19247E-12
2245.4	1.26719E-12
2247.2	1.20554E-12
2249	1.06935E-12
2251	1.51898E-12
2252.8	1.70456E-12
2254.8	2.02826E-12
2256.6	1.57875E-12
2258.4	1.41413E-12
2260.4	2.2255E-12
2262.2	2.1094E-12
2264	1.61673E-12
2266	1.37893E-12
2267.8	1.6436E-12
2269.6	1.83022E-12
2271.6	1.68344E-12
2273.4	1.07088E-12
2275.2	1.39174E-12
2277.2	1.92146E-12
2279	1.62458E-12
2280.8	1.47059E-12
2282.8	1.65361E-12
2284.6	8.21769E-13
2286.4	1.2195E-12
2288.4	1.6222E-12
2290.2	1.09777E-12
2292	1.07423E-12
2294	1.49283E-12
2295.8	1.50379E-12
2297.8	1.46298E-12
2299.6	1.94624E-12
2301.4	2.13394E-12
2303.4	1.77585E-12
2305.2	1.295E-12
2307	1.1343E-12
2309	9.23975E-13
2310.8	1.31259E-12
2312.6	1.03256E-12
2314.6	1.23517E-12
2316.4	1.43917E-12
2318.2	1.36913E-12
2320.2	1.74213E-12
2322	1.38395E-12
2323.8	1.25581E-12
2325.8	1.6259E-12
2327.6	2.16452E-12
2329.4	2.1515E-12
2331.4	2.09442E-12
2333.2	2.49866E-12
2335	2.11139E-12
2337	1.90722E-12
2338.8	2.59113E-12
2340.8	2.80153E-12
2342.6	2.72684E-12
2344.4	3.05469E-12
2346.4	3.06323E-12
2348.2	2.59065E-12
2350	2.78091E-12
2352	2.6731E-12
2353.8	1.83949E-12
2355.6	2.06921E-12
2357.6	2.248E-12
2359.4	2.70721E-12
2361.2	3.30097E-12
2363.2	2.93096E-12
2365	2.98301E-12
2366.8	2.90626E-12
2368.8	3.01934E-12
2370.6	2.70448E-12
2372.4	2.22776E-12
2374.4	2.06255E-12
2376.2	2.16392E-12
2378	3.09134E-12
2380	3.78473E-12
2381.8	4.21187E-12
2383.8	4.0775E-12
2385.6	3.98597E-12
2387.4	2.97435E-12
2389.4	2.53184E-12
2391.2	2.4167E-12
2393	2.95901E-12
2395	3.48736E-12
2396.8	3.22927E-12
2398.6	3.34532E-12
2400.6	3.38139E-12
2402.4	3.30584E-12
2404.2	3.48232E-12
2406.2	3.35699E-12
2408	3.75499E-12
2409.8	4.4185E-12
2411.8	3.50675E-12
2413.6	3.18792E-12
2415.4	2.64416E-12
2417.4	1.64629E-12
2419.2	1.73431E-12
2421	2.03709E-12
2423	2.12602E-12
2424.8	2.21176E-12
2426.8	2.39234E-12
2428.6	2.46775E-12
2430.4	2.61798E-12
2432.4	2.55728E-12
2434.2	2.33804E-12
2436	2.76838E-12
2438	2.55579E-12
2439.8	2.61639E-12
2441.6	2.40764E-12
2443.6	2.13999E-12
2445.4	2.50463E-12
2447.2	2.71151E-12
2449.2	2.7052E-12
2451	2.44102E-12
2452.8	2.31789E-12
2454.8	2.26793E-12
2456.6	2.45273E-12
2458.4	2.52428E-12
2460.4	2.56351E-12
2462.2	2.6592E-12
2464	2.63579E-12
2466	2.73908E-12
2467.8	2.91924E-12
2469.8	2.71367E-12
2471.6	2.79272E-12
2473.4	2.47518E-12
2475.4	2.71025E-12
2477.2	2.89326E-12
2479	3.1074E-12
2481	3.49736E-12
2482.8	2.98427E-12
2484.6	2.5774E-12
2486.6	2.7706E-12
2488.4	2.76525E-12
2490.2	2.71639E-12
2492.2	3.28619E-12
2494	2.80306E-12
2495.8	2.32508E-12
2497.8	2.51898E-12
2499.6	2.26948E-12
2501.4	2.3224E-12
2503.4	2.24724E-12
2505.2	2.86674E-12
2507.2	3.22419E-12
2509	2.95507E-12
2510.8	2.46318E-12
2512.8	2.62431E-12
2514.6	2.91261E-12
2516.4	3.04311E-12
2518.4	2.69187E-12
2520.2	2.8707E-12
2522	3.19853E-12
2524	3.53798E-12
2525.8	3.94322E-12
2527.6	3.76053E-12
2529.6	4.09228E-12
2531.4	4.12445E-12
2533.2	3.63068E-12
2535.2	3.32098E-12
2537	3.96558E-12
2538.8	4.214E-12
2540.8	3.93176E-12
2542.6	3.4331E-12
2544.4	3.32783E-12
2546.4	3.36195E-12
2548.2	3.55956E-12
2550.2	3.59394E-12
2552	3.24766E-12
2553.8	2.52738E-12
2555.8	2.3451E-12
2557.6	2.43892E-12
2559.4	2.51689E-12
2561.4	2.64277E-12
2563.2	2.45014E-12
2565	2.69802E-12
2567	2.63035E-12
2568.8	2.45971E-12
2570.6	2.70103E-12
2572.6	3.09026E-12
2574.4	2.89332E-12
2576.2	2.59407E-12
2578.2	2.44788E-12
2580	2.2893E-12
2581.8	2.55601E-12
2583.8	3.18664E-12
2585.6	3.46205E-12
2587.4	3.06489E-12
2589.4	2.7325E-12
2591.2	2.70427E-12
2593.2	2.8441E-12
2595	3.10531E-12
2596.8	3.38265E-12
2598.8	3.62441E-12
2600.6	3.68241E-12
2602.4	3.23096E-12
2604.4	3.32016E-12
2606.2	3.80958E-12
2608	3.95413E-12
2610	4.26062E-12
2611.8	4.27853E-12
2613.6	3.72233E-12
2615.6	4.46664E-12
2617.4	3.7321E-12
2619.2	3.67358E-12
2621.2	3.74385E-12
2623	3.91342E-12
2624.8	3.94701E-12
2626.8	4.16609E-12
2628.6	4.36595E-12
2630.4	4.41255E-12
2632.4	4.18732E-12
2634.2	3.03807E-12
2636.2	2.31632E-12
2638	2.25123E-12
