	1222 s
1161.6	6.88634E-13
1162.8	4.7952E-13
1164	3.3477E-13
1165.2	3.0762E-13
1166.4	3.461E-13
1167.6	3.18089E-13
1168.8	3.43724E-13
1169.8	3.48984E-13
1171	4.59973E-13
1172.2	7.54974E-13
1173.4	1.09419E-12
1174.6	1.21982E-12
1175.8	1.22822E-12
1177	9.16709E-13
1178.2	6.17735E-13
1179.4	4.56043E-13
1180.6	3.69992E-13
1181.6	3.22796E-13
1182.8	2.93457E-13
1184	3.18713E-13
1185.2	2.95549E-13
1186.4	2.74509E-13
1187.6	3.25289E-13
1188.8	3.13874E-13
1190	2.97844E-13
1191.2	3.14272E-13
1192.4	3.14272E-13
1193.4	3.14272E-13
1194.6	3.14272E-13
1195.8	3.14272E-13
1197	3.14272E-13
1198.2	3.14272E-13
1199.4	3.14272E-13
1200.91	3.14272E-13
1202.61	3.14272E-13
1204.41	3.13306E-13
1206.11	1.83697E-12
1207.91	3.13306E-13
1209.61	3.13306E-13
1211.41	3.13306E-13
1213.11	8.06045E-13
1214.91	1.01282E-11
1216.61	1.12208E-11
1218.41	1.30759E-12
1220.11	3.14272E-13
1221.91	3.14272E-13
1223.61	3.14272E-13
1225.41	3.14272E-13
1227.11	3.14272E-13
1228.91	3.14272E-13
1231.2	3.27594E-13
1232.4	3.35547E-13
1233.6	3.42425E-13
1234.8	3.32113E-13
1236	3.92938E-13
1237.2	4.33565E-13
1238.4	4.0467E-13
1239.4	4.18507E-13
1240.6	4.27723E-13
1241.8	4.183E-13
1243	3.84321E-13
1244.2	4.05499E-13
1245.4	4.15243E-13
1246.6	4.20898E-13
1247.8	4.35214E-13
1249	3.85618E-13
1250.2	3.69153E-13
1251.2	3.56152E-13
1252.4	3.41446E-13
1253.6	3.39846E-13
1254.8	3.30894E-13
1256	3.79965E-13
1257.2	3.52805E-13
1258.4	3.21715E-13
1259.6	3.24602E-13
1260.8	3.47363E-13
1262	3.98456E-13
1263	3.79329E-13
1264.2	3.77159E-13
1265.4	3.51954E-13
1266.6	3.63228E-13
1267.8	3.95556E-13
1269	3.79725E-13
1270.2	3.68621E-13
1271.4	3.44686E-13
1272.6	3.48996E-13
1273.8	3.94526E-13
1274.8	3.85445E-13
1276	3.49308E-13
1277.2	3.68878E-13
1278.4	3.51475E-13
1279.6	3.94929E-13
1280.8	3.51221E-13
1282	3.7363E-13
1283.2	3.68007E-13
1284.4	3.65542E-13
1285.6	3.91051E-13
1286.6	3.95641E-13
1287.8	4.25221E-13
1289	3.90225E-13
1290.2	4.58406E-13
1291.4	4.01212E-13
1292.6	4.17662E-13
1293.8	4.44304E-13
1295	4.86301E-13
1296.2	5.3138E-13
1297.4	5.7197E-13
1298.4	5.50856E-13
1299.6	4.88344E-13
1300.8	5.2032E-13
1302	5.16592E-13
1303.2	5.44507E-13
1304.4	4.65271E-13
1305.6	4.13637E-13
1306.8	4.22889E-13
1308	3.953E-13
1309.2	3.50612E-13
1310.2	4.01038E-13
1311.4	4.46802E-13
1312.6	3.95069E-13
1313.8	3.90459E-13
1315	3.82657E-13
1316.2	3.88298E-13
1317.4	3.85387E-13
1318.6	3.49993E-13
1319.8	3.97115E-13
1320.8	3.56544E-13
1322	3.66978E-13
1323.2	3.94692E-13
1324.4	4.00605E-13
1325.6	3.98892E-13
1326.8	3.94358E-13
1328	3.52563E-13
1329.2	4.05539E-13
1330.4	4.01494E-13
1331.6	4.31986E-13
1332.6	5.74488E-13
1333.8	6.68476E-13
1335	7.3037E-13
1336.2	7.22994E-13
1337.4	6.55972E-13
1338.6	5.18309E-13
1339.8	4.18578E-13
1341	3.41183E-13
1342.2	3.91441E-13
1343.4	4.06328E-13
1344.4	3.68769E-13
1345.6	3.94864E-13
1346.8	3.60681E-13
1348	3.82431E-13
1349.2	3.51213E-13
1350.4	3.23648E-13
1351.6	3.50666E-13
1352.8	3.59856E-13
1354	3.81042E-13
1355.2	4.05178E-13
1356.2	3.80503E-13
1357.4	3.47492E-13
1358.6	3.46851E-13
1359.8	3.53877E-13
1361	3.59346E-13
1362.2	3.47793E-13
1363.4	3.67462E-13
1364.6	3.8736E-13
1365.8	3.95996E-13
1367	3.80012E-13
1368	3.61931E-13
1369.2	3.7264E-13
1370.4	3.4221E-13
1371.6	3.64755E-13
1372.8	4.20148E-13
1374	3.79424E-13
1375.2	3.50777E-13
1376.4	3.22275E-13
1377.6	3.6502E-13
1378.8	3.73984E-13
1379.8	3.36706E-13
1381	3.66836E-13
1382.2	3.97131E-13
1383.4	3.36514E-13
1384.6	3.47205E-13
1385.8	3.59711E-13
1387	3.58671E-13
1388.2	3.96443E-13
1389.4	4.32395E-13
1390.6	5.1405E-13
1391.6	6.67227E-13
1392.8	8.24581E-13
1394	8.47134E-13
1395.2	7.62457E-13
1396.4	5.81246E-13
1397.6	4.68265E-13
1398.8	4.84858E-13
1400	5.48266E-13
1401.2	6.63333E-13
1402.4	6.67104E-13
1403.4	6.50174E-13
1404.6	6.32305E-13
1405.8	4.77632E-13
1407	4.04162E-13
1408.2	3.76377E-13
1409.4	4.08239E-13
1410.6	3.49755E-13
1411.8	3.38657E-13
1413	3.68548E-13
1414	3.77266E-13
1415.2	3.74667E-13
1416.4	3.90547E-13
1417.6	3.86783E-13
1418.8	3.85561E-13
1420	3.55497E-13
1421.2	3.50796E-13
1422.4	3.88919E-13
1423.6	3.71563E-13
1424.8	3.76807E-13
1425.8	3.69731E-13
1427	3.48506E-13
1428.2	3.58392E-13
1429.4	3.64652E-13
1430.6	3.79064E-13
1431.8	3.66122E-13
1433	4.01525E-13
1434.2	3.59443E-13
1435.4	3.45158E-13
1436.6	3.5211E-13
1437.6	3.52008E-13
1438.8	3.49898E-13
1440	3.52412E-13
1441.2	3.38432E-13
1442.4	3.54375E-13
1443.6	3.65628E-13
1444.8	3.81018E-13
1446	3.68858E-13
1447.2	3.70868E-13
1448.4	3.65886E-13
1449.4	3.68526E-13
1450.6	4.00466E-13
1451.8	3.73246E-13
1453	3.4514E-13
1454.2	3.46016E-13
1455.4	3.71661E-13
1456.6	3.7209E-13
1457.8	3.9884E-13
1459	3.81787E-13
1460.2	3.66986E-13
1461.2	3.72716E-13
1462.4	3.83476E-13
1463.6	3.57046E-13
1464.8	3.71671E-13
1466	4.02013E-13
1467.2	3.85596E-13
1468.4	3.98507E-13
1469.6	4.17186E-13
1470.8	4.00847E-13
1472	3.74687E-13
1473	3.85985E-13
1474.2	4.0609E-13
1475.4	3.9131E-13
1476.6	4.0034E-13
1477.8	4.03845E-13
1479	3.77985E-13
1480.2	3.95688E-13
1481.4	4.20271E-13
1482.6	3.83866E-13
1483.8	3.93378E-13
1484.8	4.2185E-13
1486	4.0958E-13
1487.2	4.40838E-13
1488.4	4.09937E-13
1489.6	4.27271E-13
1490.8	3.94265E-13
1492	3.9844E-13
1493.2	4.03544E-13
1494.4	4.24281E-13
1495.6	4.23432E-13
1496.6	4.1537E-13
1497.8	4.24055E-13
1499	4.26502E-13
1500.2	4.36602E-13
1501.4	4.36123E-13
1502.6	4.38621E-13
1503.8	3.93307E-13
1505	3.98614E-13
1506.2	3.88273E-13
1507.4	3.94745E-13
1508.4	3.83539E-13
1509.6	3.75539E-13
1510.8	3.92065E-13
1512	4.054E-13
1513.2	3.75499E-13
1514.4	3.44457E-13
1515.6	3.47468E-13
1516.8	3.44611E-13
1518	3.78936E-13
1519	4.21426E-13
1520.2	3.97254E-13
1521.4	3.89181E-13
1522.6	3.9953E-13
1523.8	4.10742E-13
1525	4.52061E-13
1526.2	4.08231E-13
1527.4	3.85673E-13
1528.6	4.26054E-13
1529.8	4.50867E-13
1530.8	4.23813E-13
1532	4.12645E-13
1533.2	4.03699E-13
1534.4	4.2691E-13
1535.6	3.9585E-13
1536.8	3.9585E-13
1538	3.9585E-13
1539.2	3.9585E-13
1540.4	3.9585E-13
1541.6	3.9585E-13
1542.6	3.9585E-13
1543.8	3.9585E-13
1545	3.9585E-13
1546.2	4.38684E-13
1547.4	5.18E-13
1548.6	5.51911E-13
1549.8	5.51431E-13
1551	5.17048E-13
1552.2	4.79405E-13
1553.4	3.96567E-13
1554.4	3.9585E-13
1555.6	3.9585E-13
1556.8	3.9585E-13
1558	3.9585E-13
1559.2	3.9585E-13
1560.4	3.9585E-13
1561.6	3.9585E-13
1562.8	3.9585E-13
1564	3.9585E-13
1565.2	4.34469E-13
1566.2	4.41976E-13
1567.4	4.364E-13
1568.6	4.1861E-13
1569.8	4.20605E-13
1571	4.11103E-13
1572.2	3.78864E-13
1573.4	4.04131E-13
1574.6	3.92618E-13
1575.8	4.12661E-13
1577	4.24582E-13
1578	4.42039E-13
1579.2	4.31173E-13
1580.4	4.55261E-13
1581.6	4.32629E-13
1582.8	4.14608E-13
1584	4.15302E-13
1585.2	4.18891E-13
1586.4	4.27965E-13
1587.6	4.01573E-13
1588.8	4.11003E-13
1589.8	4.04857E-13
1591	4.02644E-13
1592.2	4.05031E-13
1593.4	4.03655E-13
1594.6	4.23833E-13
1595.8	4.25463E-13
1597	4.11808E-13
1598.2	3.91101E-13
1599.4	4.03393E-13
1600.6	4.06074E-13
1601.6	3.78954E-13
1602.8	4.14505E-13
1604	4.14101E-13
1605.2	3.94413E-13
1606.4	3.84414E-13
1607.6	4.0099E-13
1608.8	4.39823E-13
1610	4.05808E-13
1611.2	3.86951E-13
1612.4	3.76758E-13
1613.4	3.85671E-13
1614.6	4.12744E-13
1615.8	3.95723E-13
1617	3.61532E-13
1618.2	3.68086E-13
1619.4	4.02509E-13
1620.6	4.2528E-13
1621.8	4.14485E-13
1623	3.95968E-13
1624	4.02493E-13
1625.2	3.90534E-13
1626.4	3.8684E-13
1627.6	3.97968E-13
1628.8	3.7472E-13
1630	3.80789E-13
1631.2	3.95773E-13
1632.4	4.02291E-13
1633.6	4.14537E-13
1634.8	4.38189E-13
1635.8	4.45827E-13
1637	4.45426E-13
1638.2	5.36099E-13
1639.4	5.60441E-13
1640.6	5.86092E-13
1641.8	5.81131E-13
1643	5.17433E-13
1644.2	4.56451E-13
1645.4	4.07672E-13
1646.6	4.012E-13
1647.6	4.01989E-13
1648.8	4.09191E-13
1650	3.61309E-13
1651.2	3.66828E-13
1652.4	4.1067E-13
1653.6	3.96588E-13
1654.8	4.10008E-13
1656	4.39145E-13
1657.2	4.61567E-13
1658.4	4.63237E-13
1659.4	4.4871E-13
1660.6	4.25923E-13
1661.8	4.18923E-13
1663	4.16686E-13
1664.2	4.00221E-13
1665.4	4.12491E-13
1666.6	4.06038E-13
1667.8	3.92219E-13
1669	3.92234E-13
1670.2	3.70673E-13
1671.2	3.82246E-13
1672.4	4.00161E-13
1673.6	4.05646E-13
1674.8	4.10674E-13
1676	3.95986E-13
1677.2	3.95568E-13
1678.4	4.01549E-13
1679.6	3.69931E-13
1680.8	3.78745E-13
1682	3.95042E-13
1683	3.91399E-13
1684.2	3.8404E-13
1685.4	3.7321E-13
1686.6	3.60172E-13
1687.8	3.84511E-13
1689	4.02616E-13
1690.2	3.87047E-13
1691.4	3.93134E-13
1692.6	4.04309E-13
1693.8	4.11202E-13
1694.8	4.30229E-13
1696	4.07196E-13
1697.2	3.82604E-13
1698.4	3.95881E-13
1699.6	4.07121E-13
1700.8	3.97211E-13
1702	4.04535E-13
1703.2	3.78187E-13
1704.4	3.76426E-13
1705.6	3.87611E-13
1706.6	3.88502E-13
1707.8	3.86875E-13
1709	3.67494E-13
1710.2	3.72248E-13
1711.4	3.9418E-13
1712.6	4.02846E-13
1713.8	3.95592E-13
1715	4.04936E-13
1716.2	4.07518E-13
1717.4	3.92055E-13
1718.4	4.1144E-13
1719.6	4.30348E-13
1720.8	4.16825E-13
1722	3.98626E-13
1723.2	3.79574E-13
1724.4	3.82379E-13
1725.6	4.00272E-13
1726.8	3.94316E-13
1728	3.92838E-13
1729	3.99653E-13
1730.2	3.88802E-13
1731.4	3.89867E-13
1732.6	3.76075E-13
1733.8	3.73254E-13
1735	3.83204E-13
1736.2	4.02525E-13
1737.4	4.02913E-13
1738.6	3.9485E-13
1739.8	4.04983E-13
1740.8	3.97607E-13
1742	3.83044E-13
1743.2	3.81952E-13
1744.4	3.9018E-13
1745.6	3.94948E-13
1746.8	4.11844E-13
1748	4.25744E-13
1749.2	4.14132E-13
1750.4	4.11019E-13
1751.6	4.11805E-13
1752.6	4.00546E-13
1753.8	4.14303E-13
1755	4.21029E-13
1756.2	4.16068E-13
1757.4	4.21537E-13
1758.6	4.18598E-13
1759.8	3.96917E-13
1761	3.83271E-13
1762.2	4.09373E-13
1763.4	4.24317E-13
1764.4	4.17761E-13
1765.6	4.02802E-13
1766.8	4.15556E-13
1768	4.18503E-13
1769.2	4.09655E-13
1770.4	4.06994E-13
1771.6	3.99776E-13
1772.8	4.07117E-13
1774	4.16099E-13
1775.2	4.20367E-13
1776.2	4.22175E-13
1777.4	4.17265E-13
1778.6	4.08699E-13
1779.8	4.07708E-13
1781	3.97393E-13
1782.2	4.09901E-13
1783.4	4.12673E-13
1784.6	4.20815E-13
1785.8	4.22405E-13
1787	4.17686E-13
1788	3.94512E-13
1789.2	3.74679E-13
1790.4	3.37025E-13
1791.6	2.86333E-13
1792.8	2.66735E-13
1794	2.96253E-13
1795.2	3.34443E-13
1796.4	3.62757E-13
1797.6	3.8475E-13
1798.8	3.97663E-13
1799.8	3.96866E-13
1801	4.08961E-13
1802.2	4.1044E-13
1803.4	4.08545E-13
1804.6	4.01085E-13
1805.8	4.15171E-13
1807	4.18015E-13
1808.2	4.24241E-13
1809.4	4.1834E-13
1810.6	4.15203E-13
1811.6	4.02259E-13
1812.8	3.95977E-13
1814	3.97468E-13
1815.2	4.06169E-13
1816.4	4.07708E-13
1817.6	4.25482E-13
1818.8	4.17051E-13
1820	4.09167E-13
1821.2	3.96933E-13
1822.4	3.96133E-13
1823.4	3.98555E-13
1824.6	4.0494E-13
1825.8	4.07343E-13
1827	4.1232E-13
1828.2	4.10555E-13
1829.4	4.01014E-13
1830.6	3.8865E-13
1831.8	3.87547E-13
1833	3.77866E-13
1834	3.75631E-13
1835.2	3.77686E-13
1836.4	3.84195E-13
1837.6	3.83428E-13
1838.8	3.84394E-13
1840	3.87252E-13
1841.2	3.82096E-13
1842.4	3.89137E-13
1843.6	3.92337E-13
1844.8	3.83012E-13
1845.8	3.84448E-13
1847	3.87186E-13
1848.2	3.92776E-13
1849.4	3.86451E-13
1850.6	3.98293E-13
1851.8	4.04587E-13
1853	4.11475E-13
1854.2	4.09667E-13
1855.4	4.09576E-13
1856.6	4.06161E-13
1857.6	4.12602E-13
1858.8	4.15179E-13
1860	4.14319E-13
1861.2	4.09921E-13
1862.4	4.14517E-13
1863.6	4.03683E-13
1864.8	4.07129E-13
1866	3.97369E-13
1867.2	3.85736E-13
1868.4	3.71472E-13
1869.4	3.83383E-13
1870.6	3.79754E-13
1871.8	3.89791E-13
1873	3.88152E-13
1874.2	3.87883E-13
1875.4	3.8184E-13
1876.6	3.84192E-13
1877.8	3.74706E-13
1879	3.74183E-13
1880.2	3.74487E-13
1881.2	3.85559E-13
1882.4	3.83148E-13
1883.6	3.88884E-13
1884.8	3.78613E-13
1886	3.81823E-13
1887.2	3.77928E-13
1888.4	3.86487E-13
1889.6	3.79801E-13
1890.8	3.86824E-13
1892	3.89129E-13
1893	3.95731E-13
1894.2	3.92061E-13
1895.4	3.93474E-13
1896.6	3.92207E-13
1897.8	3.9046E-13
1899	3.84328E-13
1900.2	3.87199E-13
1901.4	3.83632E-13
1902.6	3.81592E-13
1903.8	3.72346E-13
1904.8	3.722E-13
1906	3.70275E-13
1907.2	3.81131E-13
1908.4	3.82386E-13
1909.6	3.8628E-13
1910.8	3.81564E-13
1912	3.84182E-13
1913.2	3.85255E-13
1914.4	3.88139E-13
1915.6	3.8719E-13
1916.6	3.93341E-13
1917.8	3.84863E-13
1919	3.815E-13
1920.2	3.73354E-13
1921.4	3.74952E-13
1922.6	3.8275E-13
1923.8	3.85792E-13
1925	3.80385E-13
1926.2	3.86719E-13
1927.4	3.9614E-13
1928.4	3.97817E-13
1929.6	3.98646E-13
1930.8	3.94581E-13
1932	3.88089E-13
1933.2	3.89015E-13
1934.4	3.78047E-13
1935.6	3.81812E-13
1936.8	3.72837E-13
1938	3.75292E-13
1939	3.72352E-13
1940.2	3.78748E-13
1941.4	3.75493E-13
1942.6	3.74714E-13
1943.8	3.72262E-13
1945	3.68216E-13
1946.2	3.69337E-13
1947.4	3.68597E-13
1948.6	3.70593E-13
1949.8	3.71046E-13
1950.8	3.72768E-13
1952	3.79372E-13
1953.2	3.8088E-13
1954.4	3.86752E-13
1955.6	3.87756E-13
1956.8	3.90029E-13
1958	3.82045E-13
1959.2	3.84021E-13
1960.4	3.84894E-13
1961.6	3.84047E-13
1962.6	3.82765E-13
1963.8	3.84004E-13
1965	3.82287E-13
1966.2	3.74376E-13
1967.4	3.67586E-13
1968.6	3.6426E-13
1969.8	3.67513E-13
1971	3.67048E-13
1972.2	3.61381E-13
1973.4	3.62477E-13
1974.4	3.63429E-13
1975.6	3.68897E-13
1976.8	3.70496E-13
1978	3.74399E-13
1979.2	3.72987E-13
1980.4	3.74408E-13
1981.6	3.76045E-13
1982.8	3.8506E-13
2000.4	3.62453E-13
2002.2	3.61991E-13
2004.2	3.56305E-13
2006	3.56685E-13
2009.8	3.55651E-13
2011.6	3.40179E-13
2013.6	3.34964E-13
2015.4	3.4178E-13
2017.2	3.43307E-13
2019.2	3.5155E-13
2021	3.49736E-13
2022.8	3.36992E-13
2024.8	3.3143E-13
2026.6	3.31041E-13
2028.4	3.46962E-13
2030.4	3.3461E-13
2032.2	3.25619E-13
2034	3.32503E-13
2036	3.38991E-13
2037.8	3.49086E-13
2039.6	3.63153E-13
2041.6	3.60862E-13
2043.4	3.57921E-13
2045.4	3.71385E-13
2047.2	3.71129E-13
2049	3.68052E-13
2051	3.85978E-13
2052.8	3.92805E-13
2054.6	3.79592E-13
2056.6	3.71571E-13
2058.4	3.75097E-13
2060.2	3.88535E-13
2062.2	4.02893E-13
2064	4.02433E-13
2065.8	3.93062E-13
2067.8	3.81796E-13
2069.6	3.78899E-13
2071.4	3.70386E-13
2073.4	3.80018E-13
2075.2	3.79432E-13
2077	3.65864E-13
2079	3.52452E-13
2080.8	3.4732E-13
2082.6	3.54838E-13
2084.6	3.42882E-13
2086.4	3.2769E-13
2088.4	3.21379E-13
2090.2	3.06904E-13
2092	3.06671E-13
2094	3.34002E-13
2095.8	3.56516E-13
2097.6	3.51075E-13
2099.6	3.42223E-13
2101.4	3.43055E-13
2103.2	3.51215E-13
2105.2	3.74253E-13
2107	3.87331E-13
2108.8	4.05213E-13
2110.8	4.24301E-13
2112.6	4.35365E-13
2114.4	4.28699E-13
2116.4	4.35115E-13
2118.2	4.48627E-13
2120	4.64331E-13
2122	4.65541E-13
2123.8	4.67305E-13
2125.6	4.86083E-13
2127.6	4.87824E-13
2129.4	4.94158E-13
2131.4	5.01911E-13
2133.2	4.85659E-13
2135	4.72477E-13
2137	4.7235E-13
2138.8	4.70605E-13
2140.6	4.76236E-13
2142.6	4.72536E-13
2144.4	4.58125E-13
2146.2	4.5216E-13
2148.2	4.54944E-13
2150	4.52347E-13
2151.8	4.44625E-13
2153.8	4.37998E-13
2155.6	4.40041E-13
2157.4	4.56685E-13
2159.4	4.73135E-13
2161.2	4.6451E-13
2163	4.55959E-13
2165	4.50098E-13
2166.8	4.57121E-13
2168.6	4.59041E-13
2170.6	4.61067E-13
2172.4	4.65021E-13
2174.4	4.55234E-13
2176.2	4.49063E-13
2178	4.46354E-13
2180	4.39652E-13
2181.8	4.40552E-13
2183.6	4.36238E-13
2185.6	4.36416E-13
2187.4	4.31272E-13
2189.2	4.27049E-13
2191.2	4.21834E-13
2193	4.25764E-13
2194.8	4.19443E-13
2196.8	4.05606E-13
2198.6	3.83479E-13
2200.4	3.94139E-13
2202.4	4.67611E-13
2204.2	3.02783E-13
2206	7.85288E-13
2208	7.44615E-13
2209.8	3.10916E-13
2211.8	5.37642E-13
2213.6	6.70614E-13
2215.4	3.54564E-13
2217.4	2.71228E-13
2219.2	5.105E-13
2221	6.32539E-13
2223	4.6861E-13
2224.8	5.40374E-13
2226.6	5.0456E-13
2228.6	4.64628E-13
2230.4	6.6695E-13
2232.2	4.09564E-13
2234.2	6.33495E-13
2236	7.67505E-13
2237.8	6.39273E-13
2239.8	4.17832E-13
2241.6	5.3853E-13
2243.4	5.83831E-13
2245.4	6.20415E-13
2247.2	5.90232E-13
2249	5.23556E-13
2251	7.43695E-13
2252.8	8.34555E-13
2254.8	9.93034E-13
2256.6	7.72958E-13
2258.4	6.92358E-13
2260.4	1.0896E-12
2262.2	1.03276E-12
2264	7.9155E-13
2266	6.75123E-13
2267.8	8.04704E-13
2269.6	8.96075E-13
2271.6	8.24212E-13
2273.4	5.24301E-13
2275.2	6.81397E-13
2277.2	9.40746E-13
2279	7.95393E-13
2280.8	7.2E-13
2282.8	8.0961E-13
2284.6	4.02338E-13
2286.4	5.97065E-13
2288.4	7.94231E-13
2290.2	5.37468E-13
2292	5.25943E-13
2294	7.3089E-13
2295.8	7.36255E-13
2297.8	7.16276E-13
2299.6	9.52877E-13
2301.4	1.04478E-12
2303.4	8.69457E-13
2305.2	6.34034E-13
2307	5.55353E-13
2309	4.52378E-13
2310.8	6.42644E-13
2312.6	5.05539E-13
2314.6	6.04739E-13
2316.4	7.04616E-13
2318.2	6.70329E-13
2320.2	8.52948E-13
2322	6.77582E-13
2323.8	6.14844E-13
2325.8	7.96039E-13
2327.6	1.05975E-12
2329.4	1.05337E-12
2331.4	1.02543E-12
2333.2	1.22334E-12
2335	1.03373E-12
2337	9.33774E-13
2338.8	1.26862E-12
2340.8	1.37163E-12
2342.6	1.33506E-12
2344.4	1.49558E-12
2346.4	1.49976E-12
2348.2	1.26838E-12
2350	1.36153E-12
2352	1.30875E-12
2353.8	9.00616E-13
2355.6	1.01309E-12
2357.6	1.10062E-12
2359.4	1.32545E-12
2361.2	1.61615E-12
2363.2	1.435E-12
2365	1.46048E-12
2366.8	1.4229E-12
2368.8	1.47827E-12
2370.6	1.32412E-12
2372.4	1.09071E-12
2374.4	1.00983E-12
2376.2	1.05946E-12
2378	1.51352E-12
2380	1.85301E-12
2381.8	2.06213E-12
2383.8	1.99634E-12
2385.6	1.95153E-12
2387.4	1.45624E-12
2389.4	1.23959E-12
2391.2	1.18322E-12
2393	1.44873E-12
2395	1.70741E-12
2396.8	1.58105E-12
2398.6	1.63787E-12
2400.6	1.65553E-12
2402.4	1.61854E-12
2404.2	1.70494E-12
2406.2	1.64358E-12
2408	1.83844E-12
2409.8	2.1633E-12
2411.8	1.7169E-12
2413.6	1.5608E-12
2415.4	1.29458E-12
2417.4	8.06025E-13
2419.2	8.49117E-13
2421	9.97357E-13
2423	1.0409E-12
2424.8	1.08288E-12
2426.8	1.17129E-12
2428.6	1.20821E-12
2430.4	1.28176E-12
2432.4	1.25204E-12
2434.2	1.1447E-12
2436	1.3554E-12
2438	1.25132E-12
2439.8	1.28098E-12
2441.6	1.17878E-12
2443.6	1.04774E-12
2445.4	1.22626E-12
2447.2	1.32755E-12
2449.2	1.32446E-12
2451	1.19513E-12
2452.8	1.13484E-12
2454.8	1.11038E-12
2456.6	1.20086E-12
2458.4	1.23589E-12
2460.4	1.2551E-12
2462.2	1.30194E-12
2464	1.29048E-12
2466	1.34105E-12
2467.8	1.42926E-12
2469.8	1.32861E-12
2471.6	1.36731E-12
2473.4	1.21185E-12
2475.4	1.32694E-12
2477.2	1.41654E-12
2479	1.52138E-12
2481	1.71231E-12
2482.8	1.4611E-12
2484.6	1.26189E-12
2486.6	1.35648E-12
2488.4	1.35387E-12
2490.2	1.32995E-12
2492.2	1.60892E-12
2494	1.37238E-12
2495.8	1.13836E-12
2497.8	1.23329E-12
2499.6	1.11114E-12
2501.4	1.13705E-12
2503.4	1.10025E-12
2505.2	1.40355E-12
2507.2	1.57856E-12
2509	1.4468E-12
2510.8	1.20597E-12
2512.8	1.28486E-12
2514.6	1.42601E-12
2516.4	1.4899E-12
2518.4	1.31794E-12
2520.2	1.4055E-12
2522	1.566E-12
2524	1.7322E-12
2525.8	1.9306E-12
2527.6	1.84116E-12
2529.6	2.00358E-12
2531.4	2.01933E-12
2533.2	1.77758E-12
2535.2	1.62595E-12
2537	1.94155E-12
2538.8	2.06317E-12
2540.8	1.92499E-12
2542.6	1.68084E-12
2544.4	1.6293E-12
2546.4	1.64601E-12
2548.2	1.74276E-12
2550.2	1.75959E-12
2552	1.59006E-12
2553.8	1.2374E-12
2555.8	1.14816E-12
2557.6	1.19409E-12
2559.4	1.23227E-12
2561.4	1.2939E-12
2563.2	1.19959E-12
2565	1.32095E-12
2567	1.28782E-12
2568.8	1.20427E-12
2570.6	1.32242E-12
2572.6	1.51299E-12
2574.4	1.41657E-12
2576.2	1.27005E-12
2578.2	1.19848E-12
2580	1.12084E-12
2581.8	1.25142E-12
2583.8	1.56018E-12
2585.6	1.69502E-12
2587.4	1.50057E-12
2589.4	1.33783E-12
2591.2	1.32401E-12
2593.2	1.39247E-12
2595	1.52036E-12
2596.8	1.65615E-12
2598.8	1.77451E-12
2600.6	1.80291E-12
2602.4	1.58188E-12
2604.4	1.62555E-12
2606.2	1.86517E-12
2608	1.93594E-12
2610	2.086E-12
2611.8	2.09477E-12
2613.6	1.82245E-12
2615.6	2.18687E-12
2617.4	1.82724E-12
2619.2	1.79858E-12
2621.2	1.83299E-12
2623	1.91601E-12
2624.8	1.93246E-12
2626.8	2.03972E-12
2628.6	2.13757E-12
2630.4	2.16038E-12
2632.4	2.05011E-12
2634.2	1.48744E-12
2636.2	1.13407E-12
2638	1.1022E-12
2639.8	1.11483E-12
