    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
      69.5000  5.00000e-09  3.60000e-08  1.70000e-07    0.0920000  0.000980000      0.00000  6.70000e-12
      70.5000  4.40000e-09  3.00000e-08  1.50000e-07    0.0910000  0.000970000      0.00000  5.40000e-12
      71.5000  3.80000e-09  2.50000e-08  1.20000e-07    0.0910000  0.000960000      0.00000  4.40000e-12
      72.5000  3.30000e-09  2.10000e-08  1.00000e-07    0.0900000  0.000940000      0.00000  3.60000e-12
      73.5000  2.80000e-09  1.80000e-08  8.90000e-08    0.0890000  0.000920000      0.00000  3.00000e-12
      74.5000  2.30000e-09  1.50000e-08  7.50000e-08    0.0880000  0.000890000      0.00000  2.50000e-12
      75.5000  1.90000e-09  1.20000e-08  6.30000e-08    0.0870000  0.000860000      0.00000  2.30000e-12
      76.5000  1.60000e-09  1.00000e-08  5.30000e-08    0.0850000  0.000820000      0.00000  2.20000e-12
      77.5000  1.30000e-09  8.60000e-09  4.50000e-08    0.0840000  0.000780000      0.00000  2.20000e-12
      78.5000  1.00000e-09  7.20000e-09  3.80000e-08    0.0820000  0.000740000      0.00000  2.40000e-12
      79.5000  8.10000e-10  6.10000e-09  3.30000e-08    0.0800000  0.000700000      0.00000  2.70000e-12
      80.5000  6.30000e-10  5.10000e-09  2.80000e-08    0.0780000  0.000660000      0.00000  3.00000e-12
      81.5000  4.80000e-10  4.30000e-09  2.40000e-08    0.0750000  0.000620000      0.00000  3.40000e-12
      82.5000  3.70000e-10  3.70000e-09  2.00000e-08    0.0730000  0.000580000      0.00000  3.90000e-12
      83.5000  2.80000e-10  3.20000e-09  1.80000e-08    0.0700000  0.000550000      0.00000  4.50000e-12
      84.5000  2.00000e-10  2.80000e-09  1.60000e-08    0.0670000  0.000510000      0.00000  5.00000e-12
      85.5000  1.50000e-10  2.40000e-09  1.40000e-08    0.0640000  0.000480000      0.00000  5.50000e-12
      86.5000  1.10000e-10  2.20000e-09  1.20000e-08    0.0600000  0.000450000      0.00000  6.10000e-12
      87.5000  8.10000e-11  1.90000e-09  1.10000e-08    0.0570000  0.000430000      0.00000  6.60000e-12
      88.5000  5.90000e-11  1.80000e-09  9.90000e-09    0.0530000  0.000400000      0.00000  7.10000e-12
      89.5000  4.30000e-11  1.60000e-09  9.00000e-09    0.0500000  0.000380000      0.00000  7.60000e-12
      90.5000  3.20000e-11  1.50000e-09  8.30000e-09    0.0460000  0.000370000      0.00000  8.00000e-12
      91.5000  2.30000e-11  1.50000e-09  7.60000e-09    0.0430000  0.000350000      0.00000  8.40000e-12
      92.5000  1.70000e-11  1.40000e-09  7.10000e-09    0.0400000  0.000340000      0.00000  8.70000e-12
      93.5000  1.20000e-11  1.40000e-09  6.60000e-09    0.0360000  0.000320000      0.00000  9.00000e-12
      94.5000  9.10000e-12  1.50000e-09  6.10000e-09    0.0330000  0.000310000      0.00000  9.20000e-12
      95.5000  6.70000e-12  1.50000e-09  5.70000e-09    0.0300000  0.000300000      0.00000  9.30000e-12
      96.5000  4.90000e-12  1.50000e-09  5.20000e-09    0.0280000  0.000300000      0.00000  9.50000e-12
      97.5000  3.70000e-12  1.60000e-09  4.80000e-09    0.0250000  0.000290000      0.00000  9.50000e-12
      98.5000  2.70000e-12  1.70000e-09  4.40000e-09    0.0230000  0.000280000      0.00000  9.60000e-12
      99.5000  2.20000e-12  1.90000e-09  4.00000e-09    0.0210000  0.000280000      0.00000  9.60000e-12
